글번호,공개여부,제목,등록일,작성자,처리지사,진행현황,내용,답변자,답변내용
163430,공개,장해등급재평가,2019-07-01,고**,콜센터,처리완료,"안녕하세요 산재사고로 장해등급이 다 결정났는데 추가검사에 따라 장해등급결정에 대한 재평가를 신청할수가 있는건가요?  장해등급 결정 당시 아무런 말을 하지 못하여 심리검사등 정신과적인 검사를 아무것도 하지 않은 상태에서 5급으로 인정을 받고 종결되었습니다.  그러나 지금은 질문에 대답을 하는 상황이라 심리검사도 가능한 상태인데 추가적인 재검사를 통하여 장해등급을 조정할 수 있나요?  산재 종결 당시에는 대화가 불가능하여 아무런 검사도 하지 못한 상태로 공단에서 환자를 대면하고 5급을 인정하였고, 현재는 약간의 대화가 가능하여 정신과에서 심리검사를 받았습니다. 그래서 이와 관련한 장해등급에 대하여 90일이 지났으나 재심사가 가능한지 궁금합니다",콜센터,"고객님 안녕하십니까? 근로복지공단 콜센터입니다. 먼저 근로복지공단에 대한 고객님의 관심에 깊이 감사드립니다. 7월04일 16시40분경 유선연락 드려 안내드렸습니다. 기타 궁금한 사항이 있으시면 근로복지공단 콜센터(1588-0075 상담사 연결'0'번, 요양,보상상담 '2'번)로 전화를 주시면 성심 성의껏 답변해 드리겠습니다. 이용해 주셔서 감사합니다. 오늘도 행복한 하루 보내시길 바랍니다. ※ 인터넷 질의응답은 법적인 효력을 갖는 결정이나 판단이 아니므로 각종 권리 주장의 근거 또는 증거 자료등으로 사용할 수 없으니 참고하시기 바랍니다."
163395,공개,개인사업자가 본인도 산재보험이 가능한...,2019-07-01,홍**,콜센터,처리완료,수고가 많으십니다. 본인은 개인사업자로서 측량업을 영위하고 있습니다. 매달 직원의 산재보험료는 납부하고 있던 중 정작 만약 내가 일을 하다가 산재가 발생하였다고 한다면 나는 산재보험이 적용이 되는지 궁금해서입니다. 나 자신도 직원과 똑같이 현장에서 측량을 하고 있는 상태입니다. 직원에 대해서는 4대보험료를 전부 납부하고 있습니다만 사업자 본인이 직원과 똑같은 업무를 수행중 불의의 사고가 있다면 사업자인 나는 대상이 되는지 답변 바랍니다,콜센터,"고객님 안녕하십니까?    근로복지공단콜센터입니다. 먼저 근로복지공단에 대한 고객님의 관심에 깊이 감사드립니다.   ★ 고객님의 상담 내용과 관련하여 “중.소기업 사업주에 대한 산재보험 특례” 에 관해 다음과 같이 안내 드립니다.    ★ 중소기업 사업주의 적용범위   -     중ㆍ소기업 사업주의 경우 근로자와 함께 직접 생산 업무에 종사하며 근로자와 동일한 재해위험에 노출되어 있으므로 공단 승인을 얻어 보험에 가입함으로써 산재보험 혜택을 받을 수 있음   ○ 보험가입자로서 50명 미만의 근로자를 사용하는 사업주 - 50명 미만의 근로자를 사용하는 사업주로서 ｢보험료징수법｣ 제5조제3항 및 제4항, 제6조제2항 및 제3항에 따른 산재보험의 보험가입자. 이 경우 법인의 보험가입자는 법인등기부등본상의 대표자(공동대표자 포함) ※ 50명 미만의 근로자를 사용하는 사업주로서 ｢보험료징수법｣ 제5조제3항 및 제4항, 제6조제2항 및 제3항에 따라 산재보험의 보험가입자에 해당하는 경우 사업자등록 여부와 관계없이 보험에 가입 가능 ① 50명 미만의 근로자를 사용하는 사업주로서 사업자등록증 또는 법인등기부등본 상 사업주(이하 ‘명의 사업주’라 함)와 실제 사업을 운영하는 자(이하 ‘실제 사업주’라 함)가 배우자 관계(법률혼)인 경우 ‘실제 사업주’ ② 50명 미만의 근로자를 사용하는 사업주로서 보험료징수법 제2조제5호(건설업 하수급인의 정의)에 따른 건설업 하수급인     ★ 산재보험 가입 신청 및 승인 ○ 제출서류 - 근로자를 사용하는 사업주 : ｢중·소기업 사업주 산재보험 가입신청서(근로자를 사용하는 사업주)｣와 건강진단서(특정 업무를 행하는 경우만 해당) - 근로자를 사용하지 않는 사업주 : ｢중·소기업 사업주 산재보험 가입신청서(근로자를 사용하지 않는 사업주)｣와 건강진단서(특정 업무를 행하는 경우만 해당) 또는 보수를 받을 목적으로 체결된 계약과 관련된 서류(예술인의 경우만 해당) ※ ‘수요응답형여객자동차운송사업자, 개인택시운송사업자, 퀵서비스업자(비전속 퀵서비스기사)’는 가입 신청서 상 “본인의 주거지에 업무용 자동차 등의 차고지 보유 여부”에 답변 필수 - 제출기관 : 사업장 소재지를 관할하는 지사에 제출하여야 하나, 사업자등록이 없는 중·소기업 사업주는 보험가입 신청자의 주민등록상 주소지(주민등록상 주소지가 없는 경우 거소지)를 관할하는 지사에 제출   ○ 사업자등록증 또는 법인등기부등본상 사업주(명의 사업주)와 실제 사업을 운영하는 사람(실제 사업주)가 배우자 관계(법률혼)인 경우  - 배우자 여부 확인: 가족관계증명서 또는 혼인관계증명서 - 실제 사업주 여부 확인: 실제 사업주 확인서(반드시 자필로 받아 보관)  - 근로자를 사용하지 않는 1인 중·소기업사업주중 아래 직종은 자격요건을 추가 확인    ★ 그리고 사이버상담실은 일반적인 기준 사항에 대해서 상담 드리는 기관으로서 개별 사업장의 산재·고용보험 가입 대상 여부는 구체적인 사실관계 조사 및 관련서류 검토가 필요하며, 이러한 확인 및 검토 업무는 사업장 관할 우리 공단에서 직접 수행함에 따라 사이버상담실은 이에 대한 직접적인 최종 판단까지는 내려드릴 수 없음을 양해해 주시기 바랍니다.    * 서식자료 : 근로복지공단홈페이지 → (우측 상단) 서식자료에서 해당 서식을 검색 후 사용합니다.   * 지사찾기 : 근로복지공단홈페이지 → (좌측 상단) 공단소개 → 조직안내 → 지역본부 및 지사에서 사업장 관할 지역본부 및 지사 연락처(담당자) 등을 상세하게 검색 가능합니다.   위의 답변으로 고객님의 궁금증이 해소되었기를 바라며, 답변이 충분하지 않았거나 기타 궁금한 사항이 있으시면 사업장 관할 우리 공단 지사 가입지원부 또는 근로복지공단콜센터(☎1588-0075)로 전화주시면 성심 성의껏 답변해 드리겠습니다.    감사합니다.     오늘도 행복한 하루 보내시길 바랍니다.   ※ 인터넷 질의응답은 법적인 효력을 갖는 결정이나 판단이 아니므로 각종 권리 주장의 근거 또는 증거 자료등으로 사용할 수 없으니 참고하시기 바랍니다.     "
163227,공개,후유장애 연장에 대하여,2019-06-26,전**,콜센터,처리완료,"수고 많으십니다.    저의 후유증상 정보의 ""유효기간""을 보면 2020-08-30 까지 되어있는데.  2019-06-07 의 공단통보 메세지를 보면,  ""요로증상"" 유효기간 만료일이 2019-07-25일 이므로 공단으로 문의 요망하시니,  어떤 상황인지 궁금하여 문의 합니다.  지난 날에는 주증상을 연기 신청하면,  재활의학과와 비뇨기과 가 동시에 연기가 되었는데,  요즘은 시스템 변화로, 승인 상황도 변경 되었는지 궁금하여 문의 드립니다.  수고하십시요 !",콜센터,"고객님 안녕하십니까? 근로복지공단 콜센터입니다. 먼저 근로복지공단에 대한 고객님의 관심에 깊이 감사드립니다. 문의하신 합병증 예방관리의 유효기간 관련 답변입니다. 유효기간을 같은 날짜로 처리하지 못하는 이유는 관련 규정이 변경되면서 유효기간을 결정하는 기준이 달라졌기 때문으로 증상별로 유효기간이 다르기 때문에 부득이 따로 처리 받으셔야 하며같은 날짜로 조정 받고자 하실 경우 유효기간을 1/2로 신청 하는 방법이 있습니다. 유효기간 연장은 필요시 계속 가능하므로 신청시 특이사항이 없다면 연장지원 가능합니다. 고객님의 궁금증을 다소 해소하였기를 바라며, 기타 궁금한 사항이 있으시면 근로복지공단 콜센터(☎1588-0075→0번→2번)로 전화를 주시면 성심 성의껏 답변해 드리겠습니다. 이용해 주셔서 감사합니다. 오늘도 행복한 하루 보내시길 바랍니다. ※ 인터넷 질의응답은 법적인 효력을 갖는 결정이나 판단이 아니므로 각종 권리 주장의 근거 또는 증거 자료등으로 사용할 수 없으니 참고하시기 바랍니다. "
163196,공개,이런상황도 산재처리가 되는지 알고 싶...,2019-06-25,이**,콜센터,처리완료,"일용근로 중 개인사정(신용문제)로 고용보험을 가입할 수 없는 상황에서 제3자(혈연)이름으로 보험을 하였는데, 본인이 사고가 날 경우 혹시 산재처리로 가능한지 알수 있을까요?",콜센터,"고객님 안녕하십니까? 근로복지공단 콜센터입니다. 먼저 고객님의 힘든 상황에 대하여 매우 안타깝게 생각하며, 진심으로 위로의 말씀을 드립니다.★고객님 문의사항에 대하여 2019.6.25. 15:58분경 유선으로 안내드린 것으로 인터넷 상담 답변을 대신하겠습니다. 고객님께서 산재신청하실 경우 참고하시도록 아래에 절차를 안내 해 드립니다.★ 업무상 재해(업무상사고)의 인정 기준 : 산업재해보상보험법 제37조(업무상의 재해의 인정기준)에서 “근로자가 다음 각 호의 어느 하나에 해당하는 사유로 부상·질병 또는 장해가 발생하거나 사망하면 업무상의 재해로 본다, 다만, 업무와 재해 사이에 상당인과관계가 없는 경우에는 그러하지 아니하다.”라고 하며, 특히 업무상 사고는 ① 근로자가 근로계약에 따른 업무나 그에 따르는 행위를 하던 중 발생한 사고 ② 사업주가 제공한 시설물 등을 이용하던 중 그 시설물 등의 결함이나 관리소홀로 발생한 사고 ③ 사업주가 제공한 교통수단이나 그에 준하는 교통수단을 이용하는 등 사업주의 지해관리하에서 출퇴근 중 발생한 사고 ④ 사업주가 주관하거나 사업주의 지시에 따라 참여한 행사나 행사준비 중에 발생한 사고 ⑤ 휴게시간 중 사업주의 지배관리하에 있다고 볼 수 있는 행위로 발생한 사고 ⑥ 그 밖에 업무와 관련하여 발생한 사고로 규정하고 있습니다. 따라서 근로자가 산재당연 가입사업장에서 업무수행 중 업무상 재해를 당하여 4일이상의 요양이 필요한 경우에 해당하는 경우에는 산업재해보상보험법에 따라 산업재해보상보험 '요양급여 및 휴업급여(최초분) 신청(청구)서[별지 제2호 서식]'를 작성하여 사업장 관할 근로복지공단 소속기관 재활보상부에 접수하여야 합니다. 그리고 보험가입자의견서[별지 제4호의 2서식](사업주 작성)를 함께 제출 할 경우 사업주 의견 청취 절차에 따른 소요기간이 단축될 수 있습니다.요양급여신청서 작성 시 산재보험의료기관에서 업무상 재해로 판단하면 근로자의 동의를 받아 요양급여신청을 대행할 수 있으므로 재해경위가 명확한 경우, 재해자의 위임접수 동의(요양급여신청서상 체크)를 거쳐 의료기관를 통해 대행접수가 가능합니다. 고객님이 치료하시는 의료기관이 산재 비지정의료기관이거나 재해경위 등이 불명확하여 대행접수가 어려운 경운 방문, 우편, 팩스 접수도 가능합니다. ★ 지사찾기 : 근로복지공단홈페이지 → (좌측 상단) 공단소개 → 조직안내  → 지역본부 및 지사에서 사업장 관할 지역본부 및 지사 재활보상부 연락처등을 상세하게 검색 가능합니다. ★ 산재 보상 내용일반적인 산재 보상 내용으로는 4일이상의 요양(입원/통원)으로 취업하지 못한 기간에 대해 평균임금의 70%를 휴업급여로 지급하며, 치료 등에 소요된 요양급여(비급여 항목으로 인해 부득이하게 산재환자 부담 발생합니다.)가 지급되고, 산재환자의 치유 후 장해정도에 따라 장해급여등도 지급될 수 있습니다. 고객님의 빠른 쾌유를 진심으로 바랍니다기타 궁금한 사항이 있으시면 근로복지공단 콜센터(☎1588-0075 ☞0 ☞2)로 전화를 주시면 성심 성의껏 답변해 드리겠습니다. 이용해 주셔서 감사합니다. 오늘도 행복한 하루 보내시길 바랍니다. ※ 인터넷 질의응답은 법적인 효력을 갖는 결정이나 판단이 아니므로 각종 권리 주장의 근거 또는 증거 자료등으로 사용할 수 없으니 참고하시기 바랍니다."
163080,공개,업무중 디스크 파열에 대한 문의,2019-06-20,김**,콜센터,처리완료,"지난 1월에 디스크 파열이 되어 병치레를 했습니다.  업무중에 물건을 들고 옮기다가 생긴 일이라 산재 신청을 하고 싶습니다.  현재 계속 치료 중이고, 회사에 휴직 신청하여 휴직 발령 예정중입니다.  어떤 부분들을 보상 받을수 있는지 문의드립니다.",콜센터," 고객님 안녕하십니까? 근로복지공단콜센터입니다. 먼저 고객님의 상황에 대하여 안타깝게 생각하며, 진심으로 위로의 말씀을 드립니다.   ★ 고객님이 상담 문의하신 내용과 관련하여 2019-06-21 11:59 유선상 통화로 산재접수요건에 대하여 안내를 드리고 필요서류에 대한 문자를 발송한 것으로 답변을 갈음합니다.   ★산업재해보상보험(이하 “산재”라 한다) 업무상 재해의 인정 기준 및 신청 절차와 방법 등을 다음과 같이 알려드리오니 산재 신청에 참고하시기 바랍니다.    업무상 재해란 업무상의 사유에 따른 부상, 질병, 장해, 또는 사망을 입은 경우로 요양업무와 재해 사이에 상당인과관계가 있어야 하고 업무상 부상, 질병 등은 4일 이상의 요양이 필요한 경우에 해당되어야 합니다.    ★ 산재 신청 방법 및 절차  근로자가 산재당연 가입사업장에서 업무수행 중 업무상 재해를 당하여 4일이상의 요양이 필요한 경우에 해당하는 경우에는 산업재해보상보험법에 따라 산업재해보상보험 요양급여 및 휴업급여(최초분) 신청(청구)서[별지 제2호 서식]를 작성하고, 산업재해보상보험 소견서[별지 제3호 서식(산재보험 지정 의료기관에서 작성)]를 첨부하여 사업장 관할 근로복지공단 소속기관 재활보상부에 접수하여야 합니다. 그리고 보험가입자의견서[별지 제4호의 2서식](사업주 작성)를 함께 제출 할 경우 사업주 의견 청취 절차에 따른 소요기간이 단축될 수 있습니다.  ★ 위의 답변으로 고객님의 궁금증이 해소되었기를 바라며, 답변이 충분하지 않았거나 기타 궁금한 사항이 있으시면 사업장 관할 우리 공단 소속기관 재활보상부 또는 근로복지공단콜센터(☎1588-0075)로 전화주시면 성심 성의껏 답변해 드리겠습니다. 감사합니다.    오늘도 행복한 하루 보내시길 바랍니다.   * 지사찾기 : 근로복지공단홈페이지 → (좌측 상단) 공단소개 → 조직안내 → 지역본부 및 지사에서 사업장 관할 지역본부 및 지사 연락처(담당자) 등을 상세하게 검색 가능합니다.   ※ 인터넷 질의응답은 법적인 효력을 갖는 결정이나 판단이 아니므로 각종 권리 주장의 근거 또는 증거 자료등으로 사용할 수 없으니 참고하시기 바랍니다."
163069,공개,산재신청 조건관련  건,2019-06-20,이**,콜센터,처리완료,"안녕하세요.지금 사업장에서 일하다 허리를 다쳤고 현재이직을 준비중입니다. 그래서 ？가지 질문드립니다. 1. 현재 건.보 로 치료중입니다(사업장  분위기가 강압적이고 전반적으로 산재를 거부하고 인증하지않고 공상처리함),이런게 후에본인이 책임과실이 생길수있나요? 2. 금월 퇴사할 생각이고(허리가 넘 안좋고 또 딴 직장을 이미 준비한 상태임) 이직후 산재신청 해도 상관없나요? 아님 사측이랑 미리 협의를하고 상호절충해야 합니까? 3. 질문의 요점은 허리를 다쳤고 이직예정이고 지금이상황을 어떻게 정리하고 퇴사 이직해야 하는가를 알고싶습니다.",콜센터,고객님 안녕하십니까? 근로복지공단 콜센터입니다. 먼저 근로복지공단에 대한 고객님의 관심에 깊이 감사드립니다. 6월24일 16시경 유선연락 드려 안내드렸습니다. 기타 궁금한 사항이 있으시면 근로복지공단 콜센터(☎1588-0075)로 전화를 주시면 성심 성의껏 답변해 드리겠습니다. 이용해 주셔서 감사합니다. 오늘도 행복한 하루 보내시길 바랍니다. ※ 인터넷 질의응답은 법적인 효력을 갖는 결정이나 판단이 아니므로 각종 권리 주장의 근거 또는 증거 자료등으로 사용할 수 없으니 참고하시기 바랍니다. 
163064,공개,산재처리와 교통사고 처리 (보상 처리...,2019-06-19,박**,콜센터,처리완료,6/5일 야간 출근하여 주차장에 주차후 이동하다 출근하는 같은 회사 직원 차량에 사고를 당해          좌측 경골 폐쇄성 골절을 당해 고정판 및 고정핀 고정 및 뼈이식 수술을 받았습니다. 상대방이 보험이 가입되어 현재 보험보상 처리로 치료를 받고 있는 중입니다.   1. 이런 경우 출근후 회사 주차장에서 일어난 사고로  산재 처리가 가능한지요? 2. 가능하다면 보험 보상과 산재보상은 어떻게 처리가 되는지요? 3. 산재처리가 가능하다면  산재 접수는 어떻게 해야 하는지요?,콜센터,"근로복지공단 콜센터입니다.   먼저 고객님의 힘든 상황에 대하여 매우 안타깝게 생각하며, 진심으로 위로의 말씀을 드리며 빠른 쾌유를 바라겠습니다. 고객님이 문의주신 내용에 대한 답변드립니다.1.주차장은 회사경계로 들어온것으로 보아, 산재신청이 가능합니다.산재적용 사업장에서 업무수행 중 업무상 재해를 당하여 4일이상의 요양이 필요한 경우에는 산업재해보상보험법에 따라 산재보상을 받을 수 있습니다. 2.다만 교통사고의 경우 자동차 보험중 '자기신체사고보험(자손보험)'을 가입한 재해자의 경우만 자동차보험과 산재보험 중복적용이 가능하고, 그 외 건은 중복보상이 불가능함을 참고해 주시기 바랍니다. 자동차보험이 아닌 산재로 처리를 원할 경우 산재접수하시면, 공단에서 보험사로 보상내역등을 확인 후 보상여부가 결정됩니다. ☞ 해당 부분은 정확한 확답을 드리기가 어렵고, 신청 관할지사로 상세 확인필요한 부분임을 안내드립니다.3.산재 신청 방법 및 절차* 제출서류 : [공단서식]산업재해보상보험 요양급여 및 휴업급여(최초분) 신청(청구)서 + 산업재해보상보험 소견서 를 관할지사로 접수해주시기 바랍니다.   -산업재해보상보험 소견서는 해당 의사분께서 작성을 해주셔야 합니다. * 첨부서류 : 휴업급여 청구시 4개월분 임금대장(재해월 포함 4개월분)+ 연차수당 및 상여금 대장(재해일 이전 1년분 임금대장), 근로계약서, 통장사본 등(임금대장은 해당 재해자가 나와 있는 장만 원본대조필 후 제출)*산업재해보상보험 요양급여 및 휴업급여(최초분) 신청(청구)서[별지 제2호 서식]와 산업재해보상보험 소견서[별지 제3호 서식]를 먼저 제출 후 첨부서류는 추후 제출 할 수 있습니다.     * 서식다운방법 : 근로복지공단홈페이지(www.kcomwel.or.kr) → 왼쪽 상단 서식자료실 →서식검색 창에  '요양급여'혹은  '최초'검색 → 2페이지에서 해당서식 다운 가능하고 또는 근로복지공단 콜센터(☎1588-0075)로 전화주시면 팩스 전송도 가능합니다.* 관할 지사 주소, 연락처, 팩스번호는 사업장 소재지 확인이 되지 않아 알려드리지 못한 점 양해부탁드리며  근로복지공단 홈페이지 공단소개→조직안내→지역본부 및 지사에서 확인하실 수 있습니다. 위 상담으로 고객님의 궁금증이 해소되었기를 바라며, 기타 궁금한 사항이 있으시면  근로복지공단 콜센터(☎1588-0075)로 전화 주시면 성심성의껏 답변해 드리겠습니다.※ 인터넷 질의응답은 법적인 효력을 갖는 결정이나 판단이 아니므로 각종 권리 주장의 근거 또는 증거 자료등으로 사용할 수 없으니 참고하시기 바랍니다."
162874,공개,질병 산재 신청(충돌중후근),2019-06-14,김**,콜센터,처리완료,"안녕하세요.. 지금 질병 산재 신청하고 2달이 넘어 가고 있습니다. 지금 치료 때문에 다른 일도 못하는 중인데 병원 비며 공과금 외 지출때문에  다음 달 부터는 신용 불량자로 올락게 되었습니다, 필요 한건 2주전까지 다 드린것같은데  자기 일 아니라고 일쳐리 이리 늦게 해도 되는건가요? 남은 심사가 지정 병원에 서류 보내서  확인받고 확인나면 심사 의원에 올리며 되는 걸로 알고있습니다. 다른건 다 상관없는데  신용 불량자 만들려고 는 의도는 몬지 궁금합니다",콜센터," 고객님 안녕하십니까? 근로복지공단콜센터입니다. 먼저 고객님의 상황에 대하여 안타깝게 생각하며, 진심으로 위로의 말씀을 드립니다.   ★고객님이 상담 문의하신 내용과 관련하여 업무상 질병의 업무처리에 대하여 아래와 같이 안내드립니다. 또한 우리공단 고용산재 토탈서비스를 통하여 처리현황을 조회하는 방법에 대하여도 안내드리니 참고 부탁드립니다. ★업무상 질병의 경우 심사의 기간이 길어 고객님의 불편이 큰 것 같습니다. 질병의 업무상 재해 판단은 재해조사 기간이 길고, 재해조사 관련자료를 업무상질병판정위원회로 심의 의뢰하여 인정여부의 판정절차를 거쳐 승인 판단을 받게 됩니다. 따라서 심의기간이 3개월 이상 소요될 수도 있음을 참고 부탁드립니다.   ★ 고객님께서 접수하신 민원의 처리현황은 고용·산재보험 토탈서비스    (http://total.kcomwel.or.kr)를 통하여도 확인 가능합니다.   ☞ 주요민원서류(최초요양, 장해, 유족급여 청구서) 진행과정 확인 경로: 개인 >> 정보조회 >> 민원조회 >> 최초요양신청·장해·유족급여청구서 진행 상세조회  → 조회조건(신청인명, 신청인 주민등록번호, 재해일자, 휴대전화번호) 입력 후 조회 ☞ 업무상질병판정 진행과정 확인 경로: 개인 >> 업무상질병판정 >> 나의 사건검색 → 이름과 재해일자를 입력하고 전화번호 인증절차를 거치면 진행 상태와 담당 심사장 및 심의회의 개최 일시등을 확인할 수 있습니다.   ★ 위의 답변으로 고객님의 궁금증이 해소되었기를 바라며, 답변이 충분하지 않았거나 기타 궁금한 사항이 있으시면 사업장 관할 우리 공단 소속기관 재활보상부 또는 근로복지공단콜센터(☎1588-0075)로 전화주시면 성심 성의껏 답변해 드리겠습니다. 감사합니다.    오늘도 행복한 하루 보내시길 바랍니다.   * 지사찾기 : 근로복지공단홈페이지 → (좌측 상단) 공단소개 → 조직안내 → 지역본부 및 지사에서 사업장 관할 지역본부 및 지사 연락처(담당자) 등을 상세하게 검색 가능합니다.   ※ 인터넷 질의응답은 법적인 효력을 갖는 결정이나 판단이 아니므로 각종 권리 주장의 근거 또는 증거 자료등으로 사용할 수 없으니 참고하시기 바랍니다"
162730,공개,휴업급여미지급문의,2019-06-10,최**,콜센터,처리완료,"휴업급여수당을 5월 15일 수요일엔 잘들어왔는데, 6월 5일 수요일 휴업급여는 지금까지 안들어와서 문의넣어봅니다 ㅎㅎ..  병원치료가 완전히 완료되면 지급되는건가요??",콜센터,고객님 안녕하십니까? 근로복지공단 콜센터입니다. 먼저 근로복지공단에 대한 고객님의 관심에 깊이 감사드립니다.★고객님 문의사항에 대하여 2019.6.10. 16:36분경 유선으로 안내드린 것으로 인터넷 상담 답변을 대신하겠습니다.  기타 궁금한 사항이 있으시면 근로복지공단 콜센터(☎1588-0075 ☞0 ☞2)로 전화를 주시면 성심 성의껏 답변해 드리겠습니다. 이용해 주셔서 감사합니다. 오늘도 행복한 하루 보내시길 바랍니다. ※ 인터넷 질의응답은 법적인 효력을 갖는 결정이나 판단이 아니므로 각종 권리 주장의 근거 또는 증거 자료등으로 사용할 수 없으니 참고하시기 바랍니다.
162700,공개,출퇴근 산재신청 문의,2019-06-07,전**,콜센터,처리완료,중학교 교사입니다 퇴근길에 지하철역에서 내려 계단을 이용하다 잘못 딛어서 발목을 접지르게 되었는데 삔정도로만 생각해 상황을 지켜보고 병원에 가려했으나 업무상 퇴근이 늦어져 차일피일 미루다가 두 달이 지나도 통증이 지속되어 조퇴를 내고 병원에서 mri 촬영 및 진료결과 왼쪽 발목의 전거비 인대가 파열 되었다는 소견을 받았습니다 산재신청 및 보상이 가능한지요,콜센터,"고객님께서 문의하신 내용에 대해 2019.6.10. 13:22분경 유선상 답변드린 내용을 다시 한 번 요약하여 아래와 같이 안내드리오니 원활한 업무 진행되시길 바랍니다.[답변요약]산업재해보상보험법상 근로자로 취득대상인 경우에 산재신청 접수가 가능하며,업무상 재해로 인정될 시 보상이 진행됩니다.사립학교 교사와 공무원은 고용보험 및 산재보험 가입대상자가 아닙니다.공무원연금법이나 사립학교교직원연금법에 따라 재해보상이 되는 사업은산업재해보상보험법이 적용되지 않습니다. 관련 재해 보상내용 관련해서는소속기관의 연금취급기관인 교육지원청으로 확인해 보셔야 합니다.도움드리지 못해 죄송합니다. 기타 궁금한 사항이 있으시면 근로복지공단 콜센터(☎1588-0075) 또는 관할 근로복지공단 지역본부(지사)로 전화를 주시면 성심 성의껏 답변해 드리겠습니다.※ 인터넷 질의응답은 법적인 효력을 갖는 결정이나 판단이 아니므로 각종 권리 주장의 근거 또는 증거 자료 등으로 사용할 수 없으니 참고하시기 바랍니다."
162681,공개,저희어머니가 회사에서 일하다 다쳤습니...,2019-06-06,김**,콜센터,처리완료,정규직으로 병원안에 식당에서 칼로 채소를 썰다 손가락을 크게 베어 응급처치 후 근처 병원 응급실에 가서 손가락 3바늘 꼬매는 봉합을 받고 집에 오셨다고 했습니다. 오늘은 일하다 다쳐서 집에 그냥 오셨고 내일은 쉬도록 해줬고 모레는 원래 쉬는 날이라서 다친날 포함3일정도 쉴것 같습니다. 치료비와 쉴수있는 날은 언제까지 가능하며 유급인지 무급인지 이걸로 인해 산재는 되는 건지 궁금합니다,콜센터,"고객님 안녕하십니까? 근로복지공단 콜센터입니다. 먼저 근로복지공단에 대한 고객님의 관심에 깊이 감사드립니다.산재보험 적용사업장에서 근무하는 근로자가 4일 이상의 요양이 필요한 업무상 재해를 입었다면 산재 신청이 가능합니다.◎ 산재신청 서식 및 구비서류요양급여 및 휴업급여(최초분) 신청(청구)서[별지 제2호 서식]에 재해자의 인적사항, 소속사업장, 재해발생 경위 등을 기재하고 재해자 날인을 하고, 요양급여신청서 뒷면의 소견서를 병원에 제출하여 작성를 받아 사업장소재지 관할 근로복지공단  재활보상부에 접수하시면 되겠습니다. * 구비서류 : 휴업급여와 병행신청시에는 임금자료 등이 필요하며, 최초요양급여신청 후 공단 지사 업무담당자가 사업장에 요양급여신청접수 사실을 통지하면서 임금 자료 제출 요청하므로 요양신청시 임금자료 제출이 어려운 경우 제출하지 않아도 되겠습니다.◎ 요양급여 및 휴업급여(최초분) 신청(청구)서 서식 다운방법근로복지공단 홈페이지(http://www.kcomwel.or.kr) 홈페이지 왼쪽 상단 서식자료실 → 서식검색 창에 요양급여검색→ 2페이지에서 해당서식 다운 가능하며, 근로복지공단 콜센터(☎1588-0075)로 전화주시면 팩스 전송도 가능합니다. ◎ 접수방법방문, 우편, 팩스접수가 가능하며, 직접 접수가 어려운 경우 다니시는 병원이 산재지정 의료기관인 경우 원무과 산재 담당자를 통해 접수 대행도 가능하니 병원과 상의해 보셔도 되겠습니다.  기타 궁금한 사항이 있으시면 근로복지공단 콜센터(☎1588-0075)로 전화를 주시면 성심 성의껏 답변해 드리겠습니다. 이용해 주셔서 감사합니다. 오늘도 행복한 하루 보내시길 바랍니다. ※ 인터넷 질의응답은 법적인 효력을 갖는 결정이나 판단이 아니므로 각종 권리 주장의 근거 또는 증거 자료등으로 사용할 수 없으니 참고하시기 바랍니다.  "
162623,공개,요양비 청구,2019-06-03,이**,콜센터,처리완료,산재 승인 전 발생된 진료비 및 약제비 청구를 하려면 어떻게 해야 하나요?  요양급여 및 휴업급여(최초분) 신청(청구서)랑 요양비청구서는 다른 것인가요?  요양비청구서 작성 및 통원한 각 은행별 소견서를 재 작성 받아야 하나요?,콜센터,"  고객님 안녕하십니까? 근로복지공단 콜센터입니다.  먼저 근로복지공단에 대한 고객님의 관심에 깊이 감사드립니다.  문의하신 내용 관련, 고객님께 안내드리고자 2019년 6월 05일 15시 15분경 연락드렸습니다. 이미 처리가 되었다고 하시니 다행입니다. 신속하게 연락드리지 못한 점 죄송합니다.  고객님의 요양비 청구 관련 업무가 원활하게 잘 처리되기를 진심으로 바라겠습니다.   기타 궁금한 사항이 있으시면 근로복지공단 콜센터(☎1588-0075)로 전화를 주시면 성심 성의껏 답변해 드리겠습니다.  감사합니다. 고객님의 가정에 기쁨과 행복이 늘 함께 하길 기원하겠습니다.  ※ 인터넷 질의응답은 법적인 효력을 갖는 결정이나 판단이 아니므로 각종 권리 주장의 근거 또는 증거 자료등으로 사용할 수 없으니 참고하시기 바랍니다. "
