글번호,공개여부,제목,등록일,작성자,처리지사,진행현황,내용,답변자,답변내용
185999,공개,일자리안정자금 지원준수 확인서,2020-10-21,최**,콜센터,처리완료,"안녕하세요. 조은몸한의원입니다.  일자리안정자금 지원요건 준수확인서를 팩스(성남지사)로 보냈는데요, 저희가 QR코드가 찍혀서 발송된 서류를 받지 못해서 홈페이지에 올려주신 파일로 작성해  보냈습니다. 팩스 발송시에는 QR코드 찍힌 것으로 첨부해달라고 하셨는데..  잘 처리가 된건지 궁금합니다. 전화통화가 너무 안되서 글 드립니다.  수고 많으십니다.",콜센터,"고객님 안녕하십니까?근로복지공단 콜센터입니다.먼저 근로복지공단에 대한 고객님의 관심에 깊이 감사드립니다.지원요건 준수 확인서 대상사업장은 10.5일부터 일괄 우편발송되었으며, 동봉된 qr코드가 찍힌 서식으로 제출하시면 되나 우편이 도달하지않고 1차기간내 접수를 원하실 경우 홈페이지 내 빈 서식을 이용하여 제출해주시기 바랍니다. (qr코드 없는 빈서식이며, 수기로 사업장 정보 기재)* 빈 서식이용시 정확한 사업장 정보가 기재되지 않을 경우 누락처리 될 수 있습니다.사이버 상담실에서는 팩스수신여부 까지만 확인이 가능하며, 처리현황에 대해서는 실제 업무를 담당하고 있는 관할지사 담당자를 통해 확인 바랍니다.※ 확인서를 접수기간 내 접수하여 이상이 없을 경우 일자리 안정자금을 중단 없이 계속 지원하게 되므로, 11월 정기지급여부를 확인 해주셔도 됩니다.▶ 관할지사 찾기 ⇒ 근로복지공단 홈페이지(www.kcomwel.or.kr) ⇒ (상단)공단소개 ⇒ 조직안내 ⇒ 지역본부 및 지사 메뉴(사업장 관할지사내 경영복지부)▶ 팩스수신확인1) 일자리안정자금 홈페이지(http://jobfunds.or.kr)에서 오른쪽 하단에 전자팩스수신조회2) ☎1588-0075 ⇒ 보이는ars(1번) ⇒ 링크연결 ⇒ 팩스수신확인선택 ⇒ 조회기간선택 ⇒ 팩스번호조회 ☎1588-0075 ⇒ 누르는ars (2번) ⇒ 3번 ⇒ 조회기간선택 ⇒ 팩스번호조회[ 일자리 안정자금 지원요건 준수 확인서 ]`20년 일자리안정자금은 최초 신청시 지원요건을 확인한 후 계속 지원 하였으나, 연도 중에 임금 인상, 근로자 퇴사 등 지원요건이 변동되었음에도 이를 제때 신고하지 않아 사후 정산 및 환수액이 과다하게 발생하는 등 사업주의 부담과 불편을 초래하는 경우가 있었습니다.이를 최소화하기 위하여 지원요건 변동 여부에 대하여 사업주가 직접 꼼꼼하게 확인하고, 조치할 사항 완료 후 [일자리 안정자금 지원요건 준수확인서]를 제출하면, 공단에서 이상 여부를 확인하여 지급하는 절차를 마련 하였습니다.○ 대상사업장 : `20.6.30. 이전 신청서 접수 후 지원금 지급 이력이 있는 전체 사업장 (폐업, 보수총액미신고 사업장 등 `20년말까지 지원중단(중지) 사업장, 일용 및 적용제외 근로자만 있는 사업장 및 사회보험료 대납 사업장 제외)○ 확인서 접수기간[1차] 2020.10.7.(수) ~ 10.23.(금)[2차] 2020.11.9.(월) ~ 11.25.(금)○ 서식다운로드 :  일자리안정자금 홈페이지(http://jobfunds.or.kr) ⇒ (상단)신청방법 ⇒ 신청서다운로드 메뉴에서 [2020 일자리안정자금 지원요건 준수확인서] 다운로드 또는 콜센터 통해 팩스/이메일 요청가능⇒ 사업장 관할 근로복지공단 팩스접수 및 우편 또는 방문 접수※ 해당 확인서는 토탈서비스 등 전자신고는 이용할 수 없으며, 팩스, 우편 또는 방문 제출하시기 바랍니다.※ 확인서를 접수기간 내 접수하여 이상이 없을 경우 일자리 안정자금이 중단 없이 계속 지원하게 되나, 2차 접수기간 내 접수하는 경우에는 지원금 지급이 중단되었다가 12월에 일괄 지급하게 됩니다. 원활한 일자리 안정자금 지원을 위하여 가급적 [1차]접수기간 내 `20.10.23(금)까지 제출하여 주실 것을 당부 드립니다.※ 2차 접수기간 종료일인 `20.11.25(수)까지도 확인서를 접수하지 않은 경우에는 2개월(11월,12월)지원금이 미지급되오니 불이익 받는 일이 없도록 유의 바랍니다. 기타 궁금한 사항이 있으시면 근로복지공단 콜센터(☎1588-0075)로 전화를 주시면 성심 성의껏 답변해 드리겠습니다.이용해 주셔서 감사합니다. 오늘도 행복한 하루 보내시길 바랍니다.※ 인터넷 질의응답은 법적인 효력을 갖는 결정이나 판단이 아니므로 각종 권리 주장의 근거 또는 증거 자료등으로 사용할 수 없으니 참고하시기 바랍니다.  "
185993,공개,처리 현황에 대해서,2020-10-21,전**,콜센터,처리완료,0502-346-1900번으로 일자리 안정자금관련 지원요건 준수확인서 보냈고 전자팩스 수신에서 수신되었다고 하는데 처리현황이 어떻게 되는지 알고 싶습니다.,콜센터,"고객님 안녕하십니까?근로복지공단 콜센터입니다.먼저 근로복지공단에 대한 고객님의 관심에 깊이 감사드립니다.사이버 상담실에서는 팩스수신여부 까지만 확인이 가능하며, 신청서 처리현황에 대해서는 번거로우시겠지만 실제 업무를 담당하고 있는 관할지사 담당자를 통해 확인 바랍니다.불편드려 죄송합니다.*  확인서를 접수기간 내 접수하여 이상이 없을 경우 일자리 안정자금을 중단 없이 계속 지원하게 되므로, 11월 정기지급일에 지원금 지급여부를 확인해보시기 바랍니다.▶ 관할지사 찾기 ⇒ 근로복지공단 홈페이지(www.kcomwel.or.kr) ⇒ (상단)공단소개 ⇒ 조직안내 ⇒ 지역본부 및 지사 메뉴(사업장 관할지사내 경영복지부)기타 궁금한 사항이 있으시면 근로복지공단 콜센터(☎1588-0075)로 전화를 주시면 성심 성의껏 답변해 드리겠습니다.이용해 주셔서 감사합니다. 오늘도 행복한 하루 보내시길 바랍니다.※ 인터넷 질의응답은 법적인 효력을 갖는 결정이나 판단이 아니므로 각종 권리 주장의 근거 또는 증거 자료등으로 사용할 수 없으니 참고하시기 바랍니다.  "
185991,공개,일자리 안정자금 지원요건 준수확인서,2020-10-21,유**,콜센터,처리완료,"대창일렉컴 126-81-45138 고유번호입니다. 시설장으로 재직하며 현재 일자리관리번호, 고용보험관리번호,보낼 팩스번호 를 알려주세요. 일자리안정자금 지원요건 준수확인서 작성용입니다.",콜센터,"고객님 안녕하십니까?근로복지공단 콜센터입니다.먼저 근로복지공단에 대한 고객님의 관심에 깊이 감사드립니다.지원요건준수확인서 빈 서식 이용시 사업장 정보는 누락없이 기입 후 발송해주셔야 합니다.▶ 사업장명: (주)대창일렉컴▶ 고용보험관리번호: 12681451380▶ 일자리관리번호: 20000016595▶ 관할지사 팩스번호: 용인지사 경영복지부(일자리) 0502-798-1900 ▶ 팩스수신확인1) 일자리안정자금 홈페이지(http://jobfunds.or.kr)에서 오른쪽 하단에 전자팩스수신조회2) ☎1588-0075 ⇒ 보이는ars(1번) ⇒ 링크연결 ⇒ 팩스수신확인선택 ⇒ 조회기간선택 ⇒ 팩스번호조회 ☎1588-0075 ⇒ 누르는ars (2번) ⇒ 3번 ⇒ 조회기간선택 ⇒ 팩스번호조회▶ 관할지사 담당자번호 : 용인지사 031-547-3723※ 신청서 진행여부 및 결과에 대한 자세한 사항은 관할 지사 담당자를 통해 확인 바라며, 전산으로 확인되는 번호는 실제 업무담당자와 상이할 수 있는 점 참고바랍니다. [ 일자리 안정자금 지원요건 준수 확인서 ]○ 대상사업장 : `20.6.30. 이전 신청서 접수 후 지원금 지급 이력이 있는 전체 사업장 (폐업, 보수총액미신고 사업장 등 `20년말까지 지원중단(중지) 사업장, 일용 및 적용제외 근로자만 있는 사업장 및 사회보험료 대납 사업장 제외)○ 확인서 접수기간[1차] 2020.10.7.(수) ~ 10.23.(금)[2차] 2020.11.9.(월) ~ 11.25.(금)○ 서식다운로드 :  일자리안정자금 홈페이지(http://jobfunds.or.kr) ⇒ (상단)신청방법 ⇒ 신청서다운로드 메뉴에서 [2020 일자리안정자금 지원요건 준수확인서] 다운로드 또는 콜센터 통해 팩스/이메일 요청가능※ 해당 확인서는 토탈서비스 등 전자신고는 이용할 수 없으며, 팩스, 우편 또는 방문 제출하시기 바랍니다.※ 확인서를 접수기간 내 접수하여 이상이 없을 경우 일자리 안정자금이 중단 없이 계속 지원하게 되나, 2차 접수기간 내 접수하는 경우에는 지원금 지급이 중단되었다가 12월에 일괄 지급하게 됩니다. 원활한 일자리 안정자금 지원을 위하여 가급적 [1차]접수기간 내 `20.10.23(금)까지 제출하여 주실 것을 당부 드립니다.※ 2차 접수기간 종료일인 `20.11.25(수)까지도 확인서를 접수하지 않은 경우에는 2개월(11월,12월)지원금이 미지급되오니 불이익 받는 일이 없도록 유의 바랍니다.기타 궁금한 사항이 있으시면 근로복지공단 콜센터(☎1588-0075)로 전화를 주시면 성심 성의껏 답변해 드리겠습니다.이용해 주셔서 감사합니다. 오늘도 행복한 하루 보내시길 바랍니다.※ 인터넷 질의응답은 법적인 효력을 갖는 결정이나 판단이 아니므로 각종 권리 주장의 근거 또는 증거 자료등으로 사용할 수 없으니 참고하시기 바랍니다.  "
185989,공개,일자리안정자금 관련문의합니다.,2020-10-21,이**,콜센터,처리완료,지난달 신청해서 일자리안정자금 지급완료 됐다는 메세지가 왔는데  아직 안들어와서 문의드립니다.  확인후 답변 부탁드리겠습니다.,콜센터,"고객님 안녕하십니까?근로복지공단 콜센터입니다.먼저 근로복지공단에 대한 고객님의 관심에 깊이 감사드립니다.지원 내역에 대해서는 정보 확인 및 전산 확인이 필요하여 답변이 어려운 점 양해부탁드리며, 번거로우시겠지만 [ 사업자등록번호 or 고용관리번호 / 사업장명 ] 을 같이 기재하여 재문의 주시거나, 실제 업무를 담당하고 있는 관할지사 담당자를 통해 확인 바랍니다.그리고 온라인 경로를 통해서도 지원내역 확인이 가능 하니 추가 안내도와드리겠습니다.▶ 일자리안정자금 지원금 지급내역 조회- 근로복지공단 고용·산재보험 토탈서비스(http://total.kcomwel.or.kr) 에서 사업장 회원으로 로그인 후 ‘정보조회 → 일자리지원금조회 → 지원금지급내역조회’ 메뉴에서 일자리안정자금 지급내역 조회 후 ◎사업장지원정보의 ‘지원월’ 을 한번 더 선택하게 되면 해당 월 근로자상세내역 확인이 가능합니다.  ▶ 관할지사 찾기 ⇒ 근로복지공단 홈페이지(www.kcomwel.or.kr) ⇒ (상단)공단소개 ⇒ 조직안내 ⇒ 지역본부 및 지사 메뉴(사업장 관할지사내 경영복지부)기타 궁금한 사항이 있으시면 근로복지공단 콜센터(☎1588-0075)로 전화를 주시면 성심 성의껏 답변해 드리겠습니다.이용해 주셔서 감사합니다. 오늘도 행복한 하루 보내시길 바랍니다.※ 인터넷 질의응답은 법적인 효력을 갖는 결정이나 판단이 아니므로 각종 권리 주장의 근거 또는 증거 자료등으로 사용할 수 없으니 참고하시기 바랍니다.  "
185979,공개,일자리안정자금 지원요건 준수 확인서,2020-10-21,김**,콜센터,처리완료,"안녕하세요. 다름이 아니라  일자리 안정자금 지원요건 준수 확인서를 받았습니다. 본문 내용 중 6번. 237만원 초과 예상 근로자 변경 신고를 완료하였다는 부분을 확인 하여, 저희가 월병평균임금이 넘어가는 직원에 대해 수정신고를 하려고 합니다. 그렇다면, 수정신고 완료 후에 준수 확인서를 팩스로 전송하면될까요? 아니면 수정신고만 하고 준수 확인서를 보내지 않아도 될까요?  확인해주셔서 감사합니다!",콜센터,"고객님 안녕하십니까?근로복지공단 콜센터입니다.먼저 근로복지공단에 대한 고객님의 관심에 깊이 감사드립니다.지원변동 여부에 대하여 확인하고, 조치할 사항 완료 후 지원요건 준수확인서를 제출해주시기 바랍니다.2020년 지원가능 근로자의 월평균 보수는 215만원이하 이며, 실제로 근로자가 지급받는 총 급여액 개념 입니다.(기본급 + 초과근로수당 + 각종 상여금 등 보수총액에서 비과세 금액을 제외한 금액)▶월평균보수: 지급신청월이 속한 해에 지급하기로 한 보수총액을 해당 근무개월수로 나눈 금액월보수 215만원은 당해연도 매월 지급되는 보수를 '월평균 한' 개념으로 일시적 사유로 일부 월의 임금이 215만원을 초과하였다 하더라도 반드시 변경신고를 하여야 하는 것은 아닙니다. 다만, 지원기간 도중 임금협상 등을 통해 기본급 인상 등 월평균 보수가 215만원이 넘을 것이 명확한 경우에는 반드시 변경신고를 하여야 합니다. 변경신고를 하지 않을 경우 다음연도 확정 신고된 보수총액 일괄 모니터링을 통해 사후 환수될 수 있음에 유의하시기 바랍니다.-’21년도에 신고한 ’20년분 확정 보수총액을 토대로 산정된 월평균보수가 215만원의 110% 수준인 237만원을 초과한 경우, 지원요건을 갖추지못한 것으로 간주하고 해당 근로자에 대한 지원금은 전액 환수○ 신청서식 : 일자리 안정자금 상용근로자 변경신고서○ 온라인접수 ⇒ 고용·산재보험 토탈서비스(http://total.kcomwel.or.kr) 사업장회원 로그인 ⇒ 민원접수신고 ⇒ 일자리지원금지원신청○ 오프라인접수 ⇒ 일자리안정자금 홈페이지(http://jobfunds.or.kr) ⇒ (상단)신청방법 ⇒ 신청서다운로드 메뉴에서 다운로드 또는 콜센터 통해 팩스/이메일 요청가능⇒ 사업장 관할 근로복지공단 팩스접수 및 우편 또는 방문 접수* (유의사항) 월평균보수, 주소정근로시간이 변경되었음에도 불구하고 변경신고를 하지 않은 경우, 향후 고용보험 보수총액 신고사항 등과 비교하여 과오지급된 지원금이 환수될 수 있음만일, 지원금을 지급 받던 중 ｢고용·산재보험 월평균 보수변경신고서｣에 따라 월평균보수 변경신고를 하였다 하더라도 이는 안정자금 지원기준인 월평균보수 변경과는 무관하기 때문에 반드시 위 변경신고서에 따라 신고해야 함일자리안정자금 관련하여 추가적인 문의가 있으실 경우 관할지사 경영복지부로 연락 바랍니다.▶ 관할지사 찾기 ⇒ 근로복지공단 홈페이지(www.kcomwel.or.kr) ⇒ (상단)공단소개 ⇒ 조직안내 ⇒ 지역본부 및 지사 메뉴(사업장 관할지사내 경영복지부)기타 궁금한 사항이 있으시면 근로복지공단 콜센터(☎1588-0075)로 전화를 주시면 성심 성의껏 답변해 드리겠습니다.이용해 주셔서 감사합니다. 오늘도 행복한 하루 보내시길 바랍니다.※ 인터넷 질의응답은 법적인 효력을 갖는 결정이나 판단이 아니므로 각종 권리 주장의 근거 또는 증거 자료등으로 사용할 수 없으니 참고하시기 바랍니다.  "
185974,공개,기존에 일자리 안정자금을 받고 있지 ...,2020-10-21,이**,콜센터,처리완료,"기존에 일자리 안정자금을 받고 있지 않던 근로자를 권고 사직으로 상실신고 진행하였을 경우, 해당 사업장의 상실신고 한 근로자가 아닌, 기존에 일자리 안정자금을 받고 있는 다른 근로자에 대한 불이익이 있는지 확인 부탁드립니다",콜센터,"고객님 안녕하십니까?근로복지공단 콜센터입니다.먼저 근로복지공단에 대한 고객님의 관심에 깊이 감사드립니다.일자리 안정자금을 지원 받고있는 기간 동안에는 지원대상자에 대해 고용을 유지하여야하며, 해당사업장의 전체근로자가 아닌 일자리 안정자금 지원대상자에 한해 고용유지의무를 부과 합니다. 따라서 일자리 안정자금 지원대상자가 아닌 일반 근로자를 권고사직(상실사유 중분류 23번) 하더라도 일자리 안정자금 지원금은 계속해서 받으실 수 있습니다.신청월 이후 ‘고용조정으로 안정자금 지원대상자(신청하여 승인받은자)를 퇴직시키는 경우’,  해당사항 발생 월(상실일 기준) 다음 달부터 지급 중단되며 계속 지원을 원하실경우 사업장에서 고용조정이 불가피하게 된 사유를 소명하여야 하니 참고하시기 바랍니다.◆ 고용조정으로 근로자를 퇴직시키는 경우란상실사유 중분류 「23번 경영상 필요 및 회사 불황으로 인원감축 등에 의한 퇴사 (해고·권고사직·명예퇴직 포함)」일자리안정자금 관련하여 추가적인 문의가 있으실 경우 관할지사 경영복지부로 연락 바랍니다.▶ 관할지사 찾기 ⇒ 근로복지공단 홈페이지(www.kcomwel.or.kr) ⇒ (상단)공단소개 ⇒ 조직안내 ⇒ 지역본부 및 지사 메뉴(사업장 관할지사내 경영복지부)기타 궁금한 사항이 있으시면 근로복지공단 콜센터(☎1588-0075)로 전화를 주시면 성심 성의껏 답변해 드리겠습니다.이용해 주셔서 감사합니다. 오늘도 행복한 하루 보내시길 바랍니다.※ 인터넷 질의응답은 법적인 효력을 갖는 결정이나 판단이 아니므로 각종 권리 주장의 근거 또는 증거 자료등으로 사용할 수 없으니 참고하시기 바랍니다.  "
185973,공개,공동관리주택 일자리안정자금 구분 신청...,2020-10-21,양**,콜센터,처리완료,"아파트 공동관리주택 일자리안정자금을 신청하는 업체입니다.  기존에 신청하는 아파트에서 아파트 관리단이 1개에서 2개로 나눠지는 바람에 일자리 안정자금을 구분에서 신청해달라고 요청이 왔습니다.(1단지 관리단 사업자, 2단지 관리단 사업자)  이럴경우 어떻게 신청하는지요?(고용산재토탈서비스를 이용하고 있었습니다.)",콜센터,"고객님 안녕하십니까?근로복지공단 콜센터입니다.먼저 근로복지공단에 대한 고객님의 관심에 깊이 감사드립니다.사이버 상담실은 일반적인 기준에 대한 안내만 가능한 점 양해 부탁드리며, 개별적인 사안에 대해 자세한 상담을 원하실 경우 관할지사 담당자를 통해 확인 바랍니다.공동주택 일자리안정자금 신규 신청 방법 안내해드리겠습니다.● 공동주택 신청서식[고용보험 기가입자] 월평균보수 변경신고서 + 일자리안정자금 신청세부내역(공동주택용) + 지원요건확인서 [고용보험 신규가입자]  피보험자격 취득신고서 +일자리안정자금 신청세부내역(공동주택용) + 지원요건확인서 ◆ 신청방법○ 온라인접수 ⇒ 고용·산재보험 토탈서비스(http://total.kcomwel.or.kr) 사업장회원 로그인 ⇒ 민원접수신고 ⇒ 일자리지원금지원신청 ⇒ [고용보험 기가입자] (적용)월평균보수변경신고 접수 시 세부내역, 지원요건 확인서는 연계화면으로 확인가능 [고용보험 신규가입자] (적용)근로내용확인신고 접수 시 세부내역, 지원요건 확인서는 연계화면으로 확인가능 ○ 관할지사 찾기 ⇒ 근로복지공단 홈페이지(www.kcomwel.or.kr) ⇒ (상단)공단소개 ⇒ 조직안내 ⇒ 지역본부 및 지사 메뉴(사업장 관할지사내 경영복지부)기타 궁금한 사항이 있으시면 근로복지공단 콜센터(☎1588-0075)로 전화를 주시면 성심 성의껏 답변해 드리겠습니다.이용해 주셔서 감사합니다. 오늘도 행복한 하루 보내시길 바랍니다.※ 인터넷 질의응답은 법적인 효력을 갖는 결정이나 판단이 아니므로 각종 권리 주장의 근거 또는 증거 자료등으로 사용할 수 없으니 참고하시기 바랍니다.  "
185947,공개,우편물이 이전 주소로 옵니다.,2020-10-20,김**,콜센터,처리완료,"법인주소가 변경되어 정식으로 변경 신청을 하였는데, 일자리 안정자금 우편물이 이전 주소로 왔습니다. 콜센터에서는 별도로 일자리안정자금 파트에 우편물 수신 주소를 또 변경하라고 하니 통화중이네요.  이 글 보시고, 정정을 해주시든지, 연락 부탁 드립니다.  감사합니다.",콜센터,"고객님 안녕하십니까?근로복지공단 콜센터입니다.먼저 근로복지공단에 대한 고객님의 관심에 깊이 감사드립니다.사이버 상담실은 일반적인 기준에 대한 안내만 가능한 점 양해 부탁드립니다.사업장(대표자, 사업장주소 등) 변경사항 발생 시, 사업장에서 변경신고서를 별도로 제출해주셔야 합니다.* 보험관계변경신고서와는 연계되지 않으며, 일자리안정자금변경신고서를 별도로 접수해주셔야 하며, 사업장소재지 및 우편수령사업장은 우편물소재지까지 모두 변경해주셔야 하는 점 참고 바랍니다.○ 신청서식 : 일자리 안정자금 사업장 변경신고서○ 온라인접수 ⇒ 고용·산재보험 토탈서비스(http://total.kcomwel.or.kr) 사업장회원 로그인 ⇒ 민원접수신고 ⇒ 일자리지원금지원신청 ⇒ 일자리지원사업장변경신고○ 오프라인접수 ⇒ 일자리안정자금 홈페이지(http://jobfunds.or.kr) ⇒ (상단)신청방법 ⇒ 신청서다운로드 메뉴에서 다운로드 또는 콜센터 통해 팩스/이메일 요청가능⇒ 사업장 관할 근로복지공단 팩스접수 및 우편 또는 방문 접수접수 및 처리사항 관련하여 추가적인 문의가 있으실 경우 관할지사 경영복지부로 연락 바라며, 불편드려 죄송합니다.▶ 관할지사 찾기 ⇒ 근로복지공단 홈페이지(www.kcomwel.or.kr) ⇒ (상단)공단소개 ⇒ 조직안내 ⇒ 지역본부 및 지사 메뉴(사업장 관할지사내 경영복지부)기타 궁금한 사항이 있으시면 근로복지공단 콜센터(☎1588-0075)로 전화를 주시면 성심 성의껏 답변해 드리겠습니다.이용해 주셔서 감사합니다. 오늘도 행복한 하루 보내시길 바랍니다.※ 인터넷 질의응답은 법적인 효력을 갖는 결정이나 판단이 아니므로 각종 권리 주장의 근거 또는 증거 자료등으로 사용할 수 없으니 참고하시기 바랍니다.  "
185940,공개,팩스번호 문의 및 기타,2020-10-20,박**,콜센터,처리완료,안녕하세요. 일자리안정자금 지원 준수 확인서 제출하고자합니다.  회사명: 에스디에비오닉스 사업자번호 : 858-25-00381 주소 : 창원시 마산회원구 회성동 456-8번지 대표 : 박삼동   - 문의 내용 - 1. 팩스 번호 조회가안됩니다. 2. 일자리관리번호 모릅니다. 3. 고용보험관리번호 모릅니다.  부탁드립니다.,콜센터,"고객님 안녕하십니까?근로복지공단 콜센터입니다.먼저 근로복지공단에 대한 고객님의 관심에 깊이 감사드립니다.지원요건준수확인서 빈 서식 이용시 사업장 정보는 누락없이 기입 후 발송해주셔야 합니다.▶ 사업장명: 에스디에비오닉스(sdavionics)▶ 고용보험관리번호: 85825003810▶ 일자리관리번호: 20170010286▶ 관할지사 팩스번호: 창원지사 경영복지부(일자리) 0502-368-1900 일자리안정자금 관련하여 추가적인 문의가 있으실 경우 관할지사 담당자를 통해 확인바라며, 전산으로 확인되는 번호는 실제 업무담당자와 상이할 수 있는 점 참고바랍니다. ▶ 관할지사 담당자번호 : 창원지사 055-268-0084▶ 팩스수신확인1) 일자리안정자금 홈페이지(http://jobfunds.or.kr)에서 오른쪽 하단에 전자팩스수신조회2) ☎1588-0075 ⇒ 보이는ars(1번) ⇒ 링크연결 ⇒ 팩스수신확인선택 ⇒ 조회기간선택 ⇒ 팩스번호조회 ☎1588-0075 ⇒ 누르는ars (2번) ⇒ 3번 ⇒ 조회기간선택 ⇒ 팩스번호조회기타 궁금한 사항이 있으시면 근로복지공단 콜센터(☎1588-0075)로 전화를 주시면 성심 성의껏 답변해 드리겠습니다.이용해 주셔서 감사합니다. 오늘도 행복한 하루 보내시길 바랍니다.※ 인터넷 질의응답은 법적인 효력을 갖는 결정이나 판단이 아니므로 각종 권리 주장의 근거 또는 증거 자료등으로 사용할 수 없으니 참고하시기 바랍니다.  "
185935,공개,일자리 안정자금 지원요건 준수확인서 ...,2020-10-20,권**,콜센터,처리완료,"안녕하세요. 메디팹입니다.  일자리안정자금 준수확인서 내용 중  4. 일자리 안정자금 신청 근로자는 국가 등으로부터 인건비 재정지원을 받고 있지 않습니다.  위 부분 중 국책연구과제가 포함인지요. 국책연구과제, 청년추가고용장려금 등이 포함인지 문의드립니다.  참조할 수 있는 근거, 해설 등이 있다면 말씀 부탁드립니다. 감사합니다.",콜센터,"고객님 안녕하십니까?근로복지공단 콜센터입니다.먼저 근로복지공단에 대한 고객님의 관심에 깊이 감사드립니다.사이버 상담실은 일반적인 기준에 대한 안내만 가능한 점 양해 부탁드립니다.청년추가고용장려금은 일자리안정자금과 중복가능한 사업이며, 국책연구과제 사업은 정확한 확인이 어렵습니다. 국가나 지자체의 재정지원이 광범위하여 추가적으로 판단이 필요한 사업이 있을경우  관할지사 담당자를 통해 확인 바라며, 재정지원을 받을 경우 제외 기준 안내해드리겠습니다.☞ 일자리 안정자금과 사업목적이나 지원내용이 유사한 국가 또는 지자체의 재정지원을 받고 있는 사업주 및 근로자는 중복지원 방지차원에서 지원 배제☞ 일자리 안정자금의 사업목적과 지원내용▲ (사업목적) 최저임금 인상에 따른 기업의 경영부담 완화와 저임금 근로자의 고용안정▲ (지원내용) 최저임금 인상분 중 최근 2년간(‘18년 16.4%, ‘19년 10.9%) 통상적 인상분을 초과하는 누적적 사업주 부담금[배제 범위]인건비, 운영비 등 사업수행을 위한 경비 대다수를 정부 또는 지자체 등의 재정지원(직접지원 + 바우처)을 통해 운영되는 사업(주)의 경우, 최저임금 인상에 따른 사업(주)의 부담이 발생하지 않으므로 아래와 같이 그 사업(주)를 지원에서 제외됩니다.▶ 일자리 안정자금 배제되는 사업(주)① 정부, 지자체로부터 운영비를 지원받고 있는 사회복지시설  * 노인･아동･장애인･정신보건･노숙인･일반･결핵한센인･한부모가족･여성･다문화가족 등② 정부·지자체(공공기관 포함)가 특정목적 수행을 위해 개별법 등에 따라 설립하거나 인건비 등 운영비 전체를 예산으로 지원받는 기관  *(예시) 경력단절여성지원센터, 여성 새로일하기센터, 외국인노동자지원센터, 다문화가족지원센터, 창조경제혁신센터, 여성인력개발센터, 고령자인재은행, 중장년일자리희망센터, 어업인 일자리지원센터, 대학청년고용센터, 대학일자리센터, 기업공감원스톱지원센터, 창업보육센터, 국방취업지원센터, 건강가정지원센터, 소상공인 지원센터, 건설인력종합지원센터, 해바라기센터, 재향군인회, 생활체육회, 육아종합지원센터, 청소년상담복지센터, 여성교육문화센터, 농업인종합지원센터, 시니어클럽 등③정부, 지자체의 직접 재정지원과 누리과정 예산 등을 통해 보육료 등을 바우처 방식으로 간접 지원받고 있는 어린이집･유치원   * 사업(주)의 주 수입원이 주로 바우처 방식으로 운영되고 있는 가사간병방문지원기관도 제외④기타 위에 준하여 인건비 등 기관 운영 전체 또는 대부분의 운영예산을 자체 수익에 의하지 않고 국가 등 재정지원을 통해 운영되는 기관▶ 국가 등에서 인건비를 재정지원 하는 사업의 경우(기준) 국가 등의 인건비 재정지원은 전액 또는 일부 여부에 관계없이, ‘매년도 시간당 최저임금을 월 소정근로시간 등으로 환산한 금액 이상 지원시’ 인건비 지원으로 간주하여 안정자금 지원 배제합니다. ☞ 인건비 전액 지원 판단 예시     • 월급제 : 매년도 시간당 최저임금액에 월 소정시간을 곱한 금액   * 예시①) 1일 8시간 주5일 근무시 : 최저임금(‘20년 8,590원) × 209시간 = 1,795,310원 이상  * 예시②) 1일 4시간 주5일 근무시 : 최저임금(‘20년 8,590원) ×104시간 = 893,360원 이상  ※ 월 215만원(시간당 10,310원) 이상 인건비 재정지원의 경우는 안정자금 지원대상아님 • 시급제 : 시급으로 판단  * 매년도 시간당 최저임금(‘20년 8,590원) 이상  ▶ 관할지사 찾기 ⇒ 근로복지공단 홈페이지(www.kcomwel.or.kr) ⇒ (상단)공단소개 ⇒ 조직안내 ⇒ 지역본부 및 지사 메뉴(사업장 관할지사내 경영복지부)기타 궁금한 사항이 있으시면 근로복지공단 콜센터(☎1588-0075)로 전화를 주시면 성심 성의껏 답변해 드리겠습니다.이용해 주셔서 감사합니다. 오늘도 행복한 하루 보내시길 바랍니다.※ 인터넷 질의응답은 법적인 효력을 갖는 결정이나 판단이 아니므로 각종 권리 주장의 근거 또는 증거 자료등으로 사용할 수 없으니 참고하시기 바랍니다.  "
