글번호,공개여부,제목,등록일,작성자,처리지사,진행현황,내용,답변자,답변내용
185091,공개,고용보험/산재보험이 말소가 안되어서 ...,2020-09-28,염**,콜센터,처리완료,"안녕하세요.   고용보험을 살펴보다가 2018년도 3월부터 써니사이드업에 고용보험과 산재보험이 계속 가입된 것으로 나와서 연락드립니다. 해당 회사는 아마 폐업해서 안 남아 있을건데.. 2개의 회사에 고용보험이 가입되어 있을 수가 있나요? 콜센터에 전화해서 담당자 전화번호를 알려주셨는데, 그 번호로는 연결이 안됩니다. 콜센터도 이제는 연결이 안되고요. 그래서 여기 사이버상담에 남깁니다. 어떻게 처리하면 되나요?",콜센터,"고객님 안녕하십니까? 근로복지공단 콜센터입니다.먼저 근로복지공단에 대한 고객님의 관심에 깊이 감사드립니다. 인터넷상담은 직접 민원업무 처리를 하지 않으므로 업무에 대한 판단을 해드릴 수 없으며 일반적인 단순문의에만 답변 가능한 점 양해부탁드립니다. 근로자의 취득/상실 등에 대한 자격신고는 사업장에서 공단으로 신고하도록 하고 있습니다만, 사업장에서 근로자의 자격신고를 거부하거나, 사실과 다르게 신고하는 경우, 폐업 등으로 연락이 두절된 경우 근로복지공단 지사에 피보험자격확인청구를 신청하실 수 있습니다. 아래의 경로에서 상세한 내용을 확인하실 수 있습니다. - [제도안내]근로복지공단 홈페이지>가입납부>자격관리>고용보험 피보험자관리>피보험자 자격관리>피보험자격확인청구 - [신청]고용산재토탈서비스(http://total.kcomwel.or.kr) → 개인회원 로그인 → 민원접수/신고 → 고용보험 피보험자격 확인청구 기타 공단의 업무와 관련된 궁금한 사항이 있으시면 근로복지공단 콜센터(☎1588-0075)로 전화를 주시면 성심 성의껏 답변해 드리겠습니다. 이용해 주셔서 감사합니다. 오늘도 행복한 하루 보내시길 바랍니다. ※ 인터넷 질의응답은 법적인 효력을 갖는 결정이나 판단이 아니므로 각종 권리 주장의 근거 또는 증거 자료등으로 사용할 수 없으니 참고하시기 바랍니다. "
185047,공개,직원중 한명이 개명전 이름으로 고용산...,2020-09-25,이**,콜센터,처리완료,사업자관리번호 10537956800 직원중 한명이 개명전 이름으로 고용산재에 가입되었다고 하는데요  실제로 관리하는부분에서 지장은없는건가요?  개명전 이름은 이민지 개명후 이름은 이나윤 입니다,콜센터,고객님 안녕하십니까? 근로복지공단 콜센터입니다.먼저 근로복지공단에 대한 고객님의 관심에 깊이 감사드립니다.인터넷상담은 콜센터에서 답변을 드리고 있으며 직접 민원업무 처리를 하지 않으므로 업무에 대한 판단을 해드릴 수 없으며 일반적인 단순문의에만 답변 가능한 점 양해부탁드립니다. 사업장에서 근로자정보변경신청을 통해 성명 변경을 신청해주시면 변경가능합니다.- 고용산재토탈서비스(http://total.kcomwel.or.kr) → 사업장회원 로그인 → 민원접수/신고> 자격관리 > 근로자정보변경신청 기타 궁금한 사항이 있으시면 근로복지공단 콜센터(☎1588-0075)로 전화를 주시면 성심 성의껏 답변해 드리겠습니다. 이용해 주셔서 감사합니다. 오늘도 행복한 하루 보내시길 바랍니다. ※ 인터넷 질의응답은 법적인 효력을 갖는 결정이나 판단이 아니므로 각종 권리 주장의 근거 또는 증거 자료등으로 사용할 수 없으니 참고하시기 바랍니다.
185020,공개,민원서류 반려건,2020-09-25,이**,콜센터,처리완료,"8월 15일부터 산재, 고용 가입 신청한 대상자에 대해 민원서류 반려 통지서가 왔습니다. 이 대상자는 올해 8월 15일부터 10월 4일까지 20일간 근무하는 기간제근로자이고, 전년도(2019년) 단기간제로 5일간 근무한 적이 있습니다. 하지만 전년도에 산재고용보험료 납부 완료하고 근로계약 종료된 건인데 이 대상자에 대해  왜, 이제서야 다시 반려되었는지 문의드립니다. 또한, 반려된 건의 신고년월이 2019-05로 되어있는데  그럼 전년도에 신고한 것이 잘못되었다는 것인지요..",콜센터," 고객님 안녕하십니까? 근로복지공단 콜센터입니다. 현재 공단 업무 폭주로 인하여 상담업무가 상당히 지연되고 있으므로 고객님의 너그러운 이해 부탁드리며, 답변이 늦어진 점 대단히 죄송합니다.  인터넷상담은 직접 민원업무 처리를 하지 않으며 일반적인 단순문의에만 답변 가능한 점 양해부탁드립니다.  고객님의 개인정보(사업장정보, 주민번호)가 있어야 확인이 가능하나 정보가 없어 확인하여 드리지 못했습니다. 고객님 사업장의 근로자 취득신고 반려사유를 확인하실 수 있는 방법은 번거로우시겠지만 전화상담<근로복지공단 콜센터(☎1588-0075)> 또는 관할지사 담당자와 통화하셔서 확인해주셔야 합니다.  관할지사담당자 찾기→근로복지공단 사이트(https://www.kcomwel.or.kr) 접속 → 공단소개 → 조직안내 → 지역본부 및 지사   기타 궁금한 사항이 있으시면 근로복지공단 콜센터(☎1588-0075)로 전화를 주시면 성심 성의껏 답변해 드리겠습니다. 이용해 주셔서 감사합니다. 오늘도 행복한 하루 보내시길 바랍니다. ※ 인터넷 질의응답은 법적인 효력을 갖는 결정이나 판단이 아니므로 각종 권리 주장의 근거 또는 증거 자료등으로 사용할 수 없으니 참고하시기 바랍니다. "
185010,공개,산재보험 신청하면 안되는데 신청이 되...,2020-09-25,이**,콜센터,처리완료,"외국인 직원분이 있는데 원래 고용,산재는 안한다고 말씀드렸는데 고용은 안되어 있고 산재만 가입이 되어있는데 원래는 하면안되는데 안한다고 말씀드렸는데 가입이 되어있어서 어떡해야하나요",콜센터," 고객님 안녕하십니까?근로복지공단 콜센터입니다.먼저 근로복지공단에 대한 고객님의 관심에 깊이 감사드립니다. 인터넷 상담은 직접 민원업무를 처리하는 곳이 아니므로 일반적인 경우에 대한 안내를 하고 있으며, 개별적인 사안에 대한 보다 자세한 상담은 실제 업무를 수행하고 있는 사업장 소재지 관할지사 담당자에게 문의하시길 안내드립니다. 고객님께서 문의주신 외국인의 경우, 산재보험은 의무가입 대상이 맞습니다.  고용보험의 경우, 체류자격코드에 따라 가입 방법이 달라지게 되어있습니다. <고용보험> 1) 임의가입 -단기취업(c-4),교수(e-1),회화지도(e-2),연구(e-3),기술지도(e-4),전문직업(e-5),예술흥행(e-6),특정활동(e-7),비전문취업(e-9),선원취업(e-10), 재외동포(f-4),방문취업(h-2) 2) 강제가입 - 거주(f-2),영주(f-5),결혼 및 이민((f-6) 3) 국가가 상호주의 적용 - 주재(d-7), 기업투자(d-8), 무역경영주재(d-9) * 상호주의 적용 : 외국인이 파견 온 해당국가에서 외국인 근로자에게 고용보험적용하지 않거나 보험적용 및 보험료 납부가 면제된 경우는 적용제외  * 고용보험은 외국인의 근로자는 원칙적으로 적용제외 근로자이나 강제가입이외 임의 가입가능 ->산재의 경우, 산업재해보험법상 '사업 또는 사업장'은 국내 영역에 국한 되어 있습니다.   - [근로복지공단 지사 찾기]근로복지공단홈페이지 → 조직안내 → 지역본부 및 지사 기타 궁금한 사항이 있으시면 근로복지공단 콜센터(1588-0075)로 전화를 주시면 성심성의껏 답변해 드리겠습니다. 이용해주셔서 감사합니다. 오늘도 행복한 하루 보내시길 바랍니다. ※인터넷 질의응답은 법적인 효력을 갖는 결정이나 판단이 아니므로 각종 권리 주장의 근거 또는 증거 자료등으로 사용할 수 없으니 참고하시기 바랍니다."
184938,공개,보수총액이의신청 문의,2020-09-24,김**,콜센터,처리완료,"퇴직 후 예우차원으로 급여를 지급했으며, 비상근으로 출근을 하지 않으시고 업무를 보지도 않았습니다. 따라서 상실신고 처리 했는데 이번에 보수총액 상이 대상자로 조회가 되어 이의신청에 작성하려고 하니 해당 사유는 뭘로 기재 해야하나요?",콜센터,"고객님 안녕하십니까? 근로복지공단 콜센터입니다. 먼저 근로복지공단에 대한 고객님의 관심에 깊이 감사드립니다. ※ 사이버 상담실에서는 일반적인 기준에 대해 안내해드리는 기관으로서 직접적인 업무처리를 하지 않음을 양해해 주시기 바랍니다. 또한, 고객님의 사업장 정보가 정확하기 않기 때문에 관할지사로 전달이 어려우며, 고객님의 문의사항이 보수총액신고 전산오류관련 문의내용이라 인터넷민원에서는 해결해드리지 못하는 점, 송구스럽게 생각합니다.고객님이 보수총이의신청에 대해 문의주셨는데 비상근 임원이나 고문인경우에는 산재.고용보험 당연적용에 해당하지 않는 근로자로 보여집니다.비상근이라함은 출근하지 않고 업무도 보지 않았다면 근로자로 신고되어 있는 것을 취소하는 것이 맞으며 원래는 근로자였는데 어느 시점에서 비상근로 전환이 되었다면 사유코드 217, 사외이사 및 비상근고문, 대표이사↔근로자전환등(근로자성이 인정되지 않는 경우)으로 기재하여 제출하시후 실제업무를 담당하는 담당자와 상의하여 보시기 바랍니다.  * 지사찾기 : 근로복지공단홈페이지 → (좌측 상단) 공단소개 → 조직안내 → 지역본부 및 지사에서 사업장 관할 지역본부 및 지사 연락처(담당자) 등을 상세하게 검색 가능합니다. ※ 인터넷 질의응답은 법적인 효력을 갖는 결정이나 판단이 아니므로 각종 권리 주장의 근거 또는 증거 자료등으로 사용할 수 없으니 참고하시기 바랍니다  "
184908,공개,피부양취득신고서,2020-09-24,김**,콜센터,처리완료,건강보험료 아빠 아래로들어가려고 합니다 팩스번호 알려주세여 상담원과 연결이 안되네요,콜센터,고객님 안녕하십니까? 근로복지공단 콜센터입니다. 먼저 근로복지공단에 대한 고객님의 관심에 깊이 감사드립니다. 근로복지공단은 고용·산재보험 가입·부과·피보험자 관리 및 산재 보상·요양·재활·의료서비스 업무와 그 외 일자리안정자금지원 등의 일부 복지업무를 수행하고 있습니다. 고객님께서 문의하신 피부양자취득신과와 관련한 업무는 건강보험공단에서 관할하는 업무로 안타깝게도 안내드릴 수 없는 업무임을 양해해 주시기 바랍니다.  번거로우시겠지만 건강보험공단 대표전화 (☎1577-1000) 을 이용하시어 문의해 주시기 바랍니다.   그외 근로복지공단 업무가 있으시면 근로복지공단콜센터(☎1588-0075)로 전화주시면 성심 성의껏 답변해 드리겠습니다. 감사합니다.   오늘도 행복한 하루 보내시길 바랍니다.  ※ 인터넷 질의응답은 법적인 효력을 갖는 결정이나 판단이 아니므로 각종 권리 주장의 근거 또는 증거 자료등으로 사용할 수 없으니 참고하시기 바랍니다.
184892,공개,일용직근로자 이의신청 팩스 수신여부,2020-09-24,박**,콜센터,처리완료,안녕하십니까. 태권도진흥재단 4대사회보험 담당자 입니다.  9월23일(수)에 일용직근로자관련하여 팩스 보내드렸으니 팩스 수신여부 회신 부탁드립니다.  9월29일까지 이의신청을 받겠다고 되어있는데 팩스 수신여부를 알려주지 않으니 애로사항이있는것같아요.  궁금하신점은 063-320-0031로 전화주시길바랍니다.  감사합니다.,콜센터,고객님 안녕하십니까? 근로복지공단 콜센터입니다. 먼저 근로복지공단에 대한 고객님의 관심에 깊이 감사드립니다. 인터넷상담은 직접 민원업무 처리를 하지 않으며 일반적인 단순문의에만 답변 가능한 점 양해부탁드립니다.  고객님께서 문의하신 팩스수신여부는 근로복지공단홈페이지 http://www.kcomwel.or.kr 우측상단 전자팩스수신조회에서 송신자팩스번호와 송신일자를 입력하시면 검색 가능하고. 근로복지공단콜센터(☏1588-0075)를 이용하시면 보이는ars에서 팩스수신확인에서 조회가능합니다. 보다 자세한 상담은 실제 업무를 수행하고 있는 사업장 관할 지사 담당자에게 문의하시길 안내드립니다.  [근로복지공단 지사 찾기] 근로복지공단홈페이지 http://www.kcomwel.or.kr → 공단소개 → 조직안내 → 지역본부 및 지사에서 사업장 관할 지역본부 및 지사 연락처(담당자) 등을 상세하게 검색 가능합니다. 기타 궁금한 사항이 있으면 근로복지공단 콜센터(☏1588-0075)를 이용하여 주시기 바랍니다.  쌀쌀해지는 날씨에 건강 유의하시기 바라며 이용해 주셔서 감사합니다.※ 인터넷 질의응답은 법적인 효력을 갖는 결정이나 판단이 아니므로 각종 권리 주장의 근거 또는 증거 자료등으로 사용할 수 없으니 참고하시기 바랍니다.
184889,공개,고용산재보험,2020-09-24,이**,콜센터,처리완료,"직장 관리자 입니다. 2019년 11월에 입사한지 몇일만에 퇴사한 직원이 있습니다.  몇일 근무하고 그만둔터라 4대보험 취,상실신고를 하지 않았습니다만.. 근무한 날만큼의 임금은 지급되었습니다. 최근 미신고자에 대한 자격 취득신고를 하라는 우편물을 받았는데.. 이럴경우.. 취득신고 후 상실신고를 진행해야 하는건가요? 빠른 답변 부탁드립니다.",콜센터,"고객님 안녕하십니까? 근로복지공단 콜센터입니다.먼저 근로복지공단에 대한 고객님의 관심에 깊이 감사드립니다. 인터넷상담은 콜센터에서 답변을 드리고 있으며 직접 민원업무 처리를 하지 않으므로 업무에 대한 판단을 해드릴 수 없으며 일반적인 단순문의에만 답변 가능한 점 양해부탁드립니다. 서면신고하시는 경우에는 해당 근로자의 근무기간대로 취득신고서와 상실신고서를 관할지사로 함께 송부하실 수 있으며, 고용산재보험 토탈서비스를 통한 전자신고시에는 취득신고서가 관할지사에서 처리된 이후 상실신고서를 제출하실 수 있습니다. 개별적인 사안에 대한 보다 자세한 상담은 실제 업무를 수행하고 있는 관할지사 담당자에게 문의하시길 안내드립니다. - [근로복지공단 지사 연락처 및 팩스번호 찾기]근로복지공단홈페이지 → 조직안내 → 지역본부 및 지사 기타 공단의 업무와 관련된 궁금한 사항이 있으시면 근로복지공단 콜센터(☎1588-0075)로 전화를 주시면 성심 성의껏 답변해 드리겠습니다.이용해 주셔서 감사합니다. 오늘도 행복한 하루 보내시길 바랍니다. ※ 인터넷 질의응답은 법적인 효력을 갖는 결정이나 판단이 아니므로 각종 권리 주장의 근거 또는 증거 자료등으로 사용할 수 없으니 참고하시기 바랍니다. "
184856,공개,근로소득 연계 보수총액 상이내역관련,2020-09-23,서**,콜센터,처리완료,"입사일이 만65세이상 일반근로자이시며 두분은 퇴사하셨고 한분은 근무중이십니다 제가 알기에는 1. 입사일이 만65세이상이면 고용보험료가 없는걸로 알고 있습니다     공단에 통화해보니 만65세 이상이어도 무슨보험료 몇프로가 적용된다고 하더군요     그 보험료는 무엇이며 근로자 본인에게 적용시켜야 하나요?     혹 사업장이 부담해야하는건가요?  2. 현 근로자에게 보험료를 적용하려고 하는데 얼마인지 알수 있나요?  3. ""소득자별근로소득원천징수""에 상여금 포함 금액이 맞으면 이의신청서 신고 안해도 되지요?  빠른 답변 부탁합니다~ㅠㅠ",콜센터,"고객님 안녕하십니까? 근로복지공단 콜센터입니다. 먼저 근로복지공단에 대한 고객님의 관심에 깊이 감사드립니다.첫번째문의내용에 대해서는 입사당시 만65세이상이고 이전근무한사업장과 1일이상 공백기간이 있는 근로자인 경우 고용보험가입대상이며 고용보험료중 실업급여(사업주와 근로자가½ 씩)는 미부과, 고용안정직업능력개발(사업주전액부담) 부과대상입니다.고용안정직업능력개발요율은 150명 미만 기업인경우 0.25%, 150명 이상(우선지원대상기업)인경우 0.45%, 150명 이상~1000미만 기업인경우0.65%, 1000명이상 기업,국가지방자치단체인경우0.85% 입니다. 귀사에 적용되고있는 고용보험요율 조회방법은 고용산재보험토탈서비스total.kcomwel.or.kr사이트- 사업장유형으로 공인인증서로그인후- 사업장-정보조회보험료정보조회-사업장요율 조회에서 확인가능합니다.  두번쨰 문의내용에 대해서는 안타깝게도 인터넷상담은 직접 민원업무 처리를 하지 않으며 일반적인 단순문의에만 답변 가능하여 사업장정보확인후 조회가 가능한 사항으로 번거로우시겠지만 고용산재보험토탈서비스total.kcomwel.or.kr사이트- 사업장유형으로 공인인증서로그인후- 사업장-정보조회-보험료정보조회- 부과고지보험료조회에서 확인 해 주시거나 근로복지공단 콜센터[☎1588-0075 → 상담사연결'0'번 → 보험가입 취득상실 보험료상담 문의'1'번] 으로 이용하여 주시기 바랍니다.세번째 문의내용에 대해서는 근로소득원천징수영수증 ⑭상여, ⑮인정상여 항목은 보험료부과대상이므로 과소신고 사실이 맞다면 사업장에서 별도의 이의신청서를 제출할 필요가 없습니다. 기타 궁금한 사항이 있으면 근로복지공단 콜센터(☏1588-0075)를 이용하여 주시기 바랍니다.  쌀쌀해지는 날씨에 건강 유의하시기 바라며 이용해 주셔서 감사합니다.※ 인터넷 질의응답은 법적인 효력을 갖는 결정이나 판단이 아니므로 각종 권리 주장의 근거 또는 증거 자료등으로 사용할 수 없으니 참고하시기 바랍니다.           "
184829,공개,4대보험 신고일의 늦음,2020-09-23,최**,콜센터,처리완료,"9월 중 입사시 4대보험 신고가10월에 처리되었을때, 9월에 산재시 보험적용 및 처리가 가능한가요? 예)9월 7일 입사-9월15일 사고 회사4대보험 신고-10월 초",콜센터,"고객님 안녕하십니까? 근로복지공단 콜센터입니다.먼저 근로복지공단에 대한 고객님의 관심에 깊이 감사드립니다. 인터넷상담은 콜센터에서 답변을 드리고 있으며 직접 민원업무 처리를 하지 않으므로 업무에 대한 판단을 해드릴 수 없으며 일반적인 단순문의에만 답변 가능한 점 양해부탁드립니다. 고용보험 및 산재보험 의무가입대상자인 근로자라면 소급하여 취득이 가능합니다. 따라서 근로자의 요양급여신청은 가능하며, 다만, 사업장의 미가입재해 여부에 대한 판단에 따라 사업장에는 급여징수금이 부과될 수 있습니다. 개별적인 사안에 대한 보다 자세한 상담은 실제 업무를 수행하고 있는 사업장 소재지 관할지사 담당자에게 문의하시길 안내드립니다. - [근로복지공단 지사 찾기]근로복지공단홈페이지 → 조직안내 → 지역본부 및 지사 기타 근로복지공단의 업무와 관련된 궁금한 사항이 있으시면 근로복지공단 콜센터(☎1588-0075)로 전화를 주시면 성심 성의껏 답변해 드리겠습니다. 이용해 주셔서 감사합니다. 오늘도 행복한 하루 보내시길 바랍니다. ※ 인터넷 질의응답은 법적인 효력을 갖는 결정이나 판단이 아니므로 각종 권리 주장의 근거 또는 증거 자료등으로 사용할 수 없으니 참고하시기 바랍니다."
184819,공개,고용보험 가입 확인여부,2020-09-23,이**,콜센터,처리완료,고용보험 가입 확인여부 홈페이지에서 확인할라고 로그인 하니까 계속 에러 뜹니다,콜센터,"고객님 안녕하십니까? 근로복지공단 콜센터입니다.먼저 근로복지공단에 대한 고객님의 관심에 깊이 감사드립니다. 인터넷상담은 직접 민원업무 처리를 하지 않으며 일반적인 단순문의에만 답변 가능한 점 양해부탁드립니다. 공단의 어느 사이트에 대한 문의이신지 확인이 되지 않아 정확한 문의처 안내가 어려운 점 양해부탁드립니다. 고용산재보험 토탈서비스 관련 전산문의는 1833-6000, 근로복지서비스에 대한 전산문의는 1522-5599에서 상담가능합니다.   기타 공단의 업무와 관련된 궁금한 사항이 있으시면 근로복지공단 콜센터(☎1588-0075)로 전화를 주시면 성심 성의껏 답변해 드리겠습니다.이용해 주셔서 감사합니다. 오늘도 행복한 하루 보내시길 바랍니다. ※ 인터넷 질의응답은 법적인 효력을 갖는 결정이나 판단이 아니므로 각종 권리 주장의 근거 또는 증거 자료등으로 사용할 수 없으니 참고하시기 바랍니다. "
184817,공개,중소기업 산재보험 가입신청서,2020-09-23,이**,콜센터,처리완료,중소기업 가입시청서 보낵 팩스번호  현재 두리누리 지원 대상 및 개인별 몇% 지원되는지 내역을 알고 싶습니다,콜센터,"고객님 안녕하십니까? 근로복지공단 콜센터입니다.먼저 근로복지공단에 대한 고객님의 관심에 깊이 감사드립니다. 인터넷상담은 콜센터에서 답변을 드리고 있으며 직접 민원업무 처리를 하지 않으므로 업무에 대한 판단을 해드릴 수 없으며 일반적인 단순문의에만 답변 가능한 점 양해부탁드립니다. 문의상 고객님의 사업장정보가 확인되지 않아 정확한 안내가 어려운 점에 대하여 양해부탁드리며, 현재 두루누리 사회보험료 지원사업은 사업주와 근로자가 부담하는 고용보험료 중 기존가입자는 30%, 신규가입자는 사업규모에 따라 80~90%를 지원하고 있습니다. 아래의 경로에서 현재 지원대상 및 지원금액에 대해 확인하실 수 있습니다.- [지원대상자 확인]고용산재토탈서비스(http://total.kcomwel.or.kr) → 사업장회원 로그인 → 정보조회>보험료정보 조회>사회보험료지원대상근로자내역조회- [월별지원내역확인]고용산재토탈서비스(http://total.kcomwel.or.kr) → 사업장회원 로그인 → 정보조회>개인별 부과고지 보험료 조회 → 보험년도 선택 → 사업장 선택 (돋보기) 클릭 → 조회 클릭 → 근로자 부과정보에서 ""고용""탭 클릭 → 우측 끝에 ""사회보험료지원금"" 확인※ 두루누리 사회보험료 지원금은 보험료를 납부기한까지 완납 시 다음 달 보험료에서 당월분 지원금을 차감하여 고지하는 방식으로 지원(보험료 완납 여부는 사업 단위로 판단)합니다. 개별적인 사안에 대한 보다 자세한 상담은 실제 업무를 수행하고 있는 사업장 소재지 관할지사 담당자에게 문의하시길 안내드립니다. - [근로복지공단 지사 찾기]근로복지공단홈페이지 → 조직안내 → 지역본부 및 지사 기타 공단의 업무와 관련된 궁금한 사항이 있으시면 근로복지공단 콜센터(☎1588-0075)로 전화를 주시면 성심 성의껏 답변해 드리겠습니다. 이용해 주셔서 감사합니다. 오늘도 행복한 하루 보내시길 바랍니다. ※ 인터넷 질의응답은 법적인 효력을 갖는 결정이나 판단이 아니므로 각종 권리 주장의 근거 또는 증거 자료등으로 사용할 수 없으니 참고하시기 바랍니다."
184794,공개,9월 산재보험료 부과내역 문의,2020-09-22,이**,콜센터,처리완료,사회복지법인 정원복지재단(613-82-10178)의 9월 산재보험료가 전월보다 훨씬 많이 부과되었습니다. 무슨 이유인지 알려주시기 바랍니다,콜센터,"고객님 안녕하십니까? 근로복지공단 콜센터입니다.먼저 근로복지공단에 대한 고객님의 관심에 깊이 감사드립니다. ※ 사이버 상담실에서는 일반적인 기준에 대해 안내해드리는 기관으로서 직접적인 업무처리를 하지 않음을 양해해 주시기 바랍니다. 또한, 고객님께서 문의하신 내용은 개인정보확인(주민번호, 사업장명 등) 이 필요한 사항으로 콜센터 또는 인터넷 문의는 상담에 다소 제한이 있음을 양지하여 주시기 바랍니다.고용산재보험의 보험료는 부과고지 사업장의 경우 매월 보험료는 (근로자월평균보수*보험요율)로 산정됩니다. 또한, 보수총액신고 및 퇴직자정산 반영을 통해 기존 보험료 부과내역에 가감이 있을 수 있습니다.아래의 경로에서 고용산재보험료 부과내역 확인이 가능합니다.고용산재토탈서비스(http://total.kcomwel.or.kr) → 사업장회원 로그인 → 정보조회>보험료정보조회>부과고지보험료 조회고용산재토탈서비스(http://total.kcomwel.or.kr) → 사업장회원 로그인 → 정보조회>보험료정보조회>고객용 징수금카드조회 인터넷 상담은 일반적인 경우에 대한 안내를 하고 있으며, 개별적인 사안에 대한 보다 자세한 상담은 실제 업무를 수행하고 있는 관할지사 담당자에게 문의하시길 안내드립니다. 기타 궁금한 사항이 있으시면 근로복지공단 콜센터(1588-0075)로 전화를 주시면 성심성의껏 답변해 드리겠습니다. 이용해주셔서 감사합니다. 오늘도 행복한 하루 보내시길 바랍니다. ※인터넷 질의응답은 법적인 효력을 갖는 결정이나 판단이 아니므로 각종 권리 주장의 근거 또는 증거 자료등으로 사용할 수 없으니 참고하시기 바랍니다. [근로복지공단 지사 찾기]근로복지공단홈페이지 → 조직안내 → 지역본부 및 지사"
184792,공개,헬스 트레이너는 산재보험 적용 대상인...,2020-09-22,장**,콜센터,처리완료,"20년 7월 1일부터 산재보험 적용 대상이 확대된다고 들었습니다.   헬스 트레이너는 산재보험 적용 대상인가요?  제가 헬스 트레이너를 하면서, 방문 PT (고객 집에 가서 1:1 PT 진행)를 하는 경우   저는 '스포츠강사(헬스트레이너)'로 분류되나요, '방문판매원' 또는 '방문강사'로 분류되나요?",콜센터,"고객님 안녕하십니까? 근로복지공단 콜센터입니다. 먼저 근로복지공단에 대한 고객님의 관심에 깊이 감사드립니다. 특수형태 근로자 관련  방문판매원은 방문판매 등 관할 법률에 따른 방문판매업자를 대산하여 방문판매업무를 수행하거나 후원방문 판매업자와 후원방문판매조직에 판매원으로 가입한자를 의미하며, 방문강사는 한국표준직업분류표의 세세분류에 따른 학습지,교육교구 방문강사 등 회원의 가정을 방문하여 아동이나 학생 등을 가르치는 사람을 의미합니다. 문의하신 방문pt업체에 등록된 프리랜서 강사로 활동하며 가정방문하여 1:1 수업을 진행하는 일을 하시는 강사인 경우 위에 2가지 특수형태근로종사자에 해당하지 않습니다. 다만, 사업자등록을 하여 대표자인 경우 대표자만 가입 할 수 있는 산재보험(임의가입)으로 중소기업사업주 산재보험을 가입 할 수 있습니다.  궁금한 사항이 있으시면 근로복지공단 콜센터(☎1588-0075)로 전화 주시면 성심성의껏 답변해 드리겠습니다.이용해 주셔서 감사합니다. 오늘도 행복한 하루 보내시길 바랍니다.※ 인터넷 질의응답은 법적인 효력을 갖는 결정이나 판단이 아니므로 각종 권리 주장의 근거 또는 증거 자료 등으로 사용할 수 없으니 참고하시기 바랍니다. "
184789,공개,60시간미만근로자 고용보험료 납부대상...,2020-09-22,이**,콜센터,처리완료,"60시간미만근로자 고용보험료 납부대상인지요?(2개월이하 근로자) 60시간미만이어도 근로내용신고는 모두 대상이나 고용보험은 납부대상이 아니고 산재만 대상인지요? 일용으로 근로내용확인신고를 하면 고용,산재 모두 무조건 매월부과되는지 문의드립니다. 생업목적이아닌경우입니다.",콜센터,"고객님 안녕하십니까? 근로복지공단 콜센터입니다.먼저 근로복지공단에 대한 고객님의 관심에 깊이 감사드립니다. 인터넷상담은 직접 민원업무 처리를 하지 않으므로 업무에 대한 판단을 해드릴 수 없으며 일반적인 단순문의에만 답변 가능한 점 양해부탁드립니다. ’18.7.3. 고용보험법 시행령 개정으로 시행일 이후 60시간 미만 단시간근로자가 3개월 이상 계속 근로를 제공하는 경우 생업목적과 관계없이 당연적용대상이 되었습니다. 고용보험법 제10조 및 고용보험법 시행령 제3조제1항에 따른 ‘소정근로시간이 대통령령으로 정하는 시간 미만인 자’는 소정근로시간이 1개월간 60시간 미만(1주 15시간 미만)인 경우에는 3월 이상 계속 근로를 제공하는 경우를 제외하고는 고용보험 피보험자가 될 수 없으나, 일용근로자는 소정근로시간이 1개월간 60시간 미만(1주 15시간 미만)인 경우에도 피보험자로 될 수 있습니다. ‘소정근로시간이 대통령령으로 정하는 시간 미만인 자’는 근로계약기간이 1개월 이상인 경우에 해당되나, 일용근로자는 근로계약기간이 1개월 미만인 경우만이 해당되므로 ‘소정근로시간이 대통령령으로 정하는 시간 미만인 자’는 원칙적으로 1개월 이상 고용되는 상시근로자에 해당되며 1개월 미만으로 고용되는 일용근로자는 근로시간이 짧더라도 ‘소정근로시간이 대통령령으로 정하는 시간 미만인 자’로 볼 수 없습니다((고용보험법 시행령 제3조 단서). 따라서 일용근로자는 근무시간과 관계없이 의무가입대상입니다. ※일용근로자라 함은 1월 미만의 기간 동안 고용되는 자로 현실적으로 1월 미만 고용된 경우를 말하는 것은 아니며, 근로계약기간이 1일 단위, 또는 1월 미만인 경우에 해당합니다. 개별적인 사안에 대한 보다 자세한 상담은 실제 업무를 수행하고 있는 사업장 소재지 관할지사 담당자에게 문의하시길 안내드립니다. - [근로복지공단 지사 찾기]근로복지공단홈페이지 → 조직안내 → 지역본부 및 지사 기타 공단의 업무와 관련된 궁금한 사항이 있으시면 근로복지공단 콜센터(☎1588-0075)로 전화를 주시면 성심 성의껏 답변해 드리겠습니다. 이용해 주셔서 감사합니다. 오늘도 행복한 하루 보내시길 바랍니다. ※ 인터넷 질의응답은 법적인 효력을 갖는 결정이나 판단이 아니므로 각종 권리 주장의 근거 또는 증거 자료등으로 사용할 수 없으니 참고하시기 바랍니다."
